Super type,Type,Containing method,Containing method number of parameters,Is local field?,Field name,Invoked method,Soure code line,Containing class,Occurencies,Is into loop?,Loop nesting info,Is inside recursive method?,Is returned or passed as parameter?,Assignment line numbers,Constructors
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,1,true,"1) 1;ON;null; 2) 1;O1;0; 3) 2;null;null; 4) 12;ON;null; 5) 12;null;null; ",false,false,,
java.util.Set,java.lang.Object,lambda$mapAdjustment$9,4,true,set,addAll,380,awt.EventBase$ActionStateHolder,1,false,,false,true,,
java.util.HashMap,java.util.HashMap,reconstructPointers,1,false,pointindex,put(key;value),523,savegame.VanillaDSG,1,true,"1) 1;ON;null; ",false,false,489,()
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,22,true,"1) 7;null;null; ",false,true,,
java.util.List,java.util.ArrayList,processVarArg,4,true,list,toArray,248,doom.CVarManager,1,true,"1) 1;ON;null; ",false,false,243,()
java.util.EnumMap,java.util.EnumMap,get,4,false,cVarMap,containsKey,82,doom.CVarManager,1,true,"1) 3;O1;0; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,31,true,"1) 6;null;null; ",false,true,,
java.util.List,java.util.List,addZipFile,3,true,zes,iterator,464,w.WadLoader,1,true,"1) 1;null;null; 2) 9;ON;null; ",false,false,,
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,2,true,"1) 3;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.Set,java.util.Set,hasActionsEnabled,3,true,actions,isEmpty,240,awt.EventBase$ActionStateHolder,5,false,,false,false,,
java.util.List,java.util.ArrayList,processVarArg,4,true,list,toArray,248,doom.CVarManager,1,true,"1) 1;O1;4; 2) 9;null;null; 3) 11;ON;null; ",false,false,243,()
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,63,doom.ConfigManager,3,true,"1) 3;ON;9; ",false,false,43,(Ljava/lang/Class;)
java.util.List,java.util.List,processAllArgs,2,true,commandList,size,170,doom.CVarManager,1,true,"1) 1;null;null; ",false,true,,
java.util.ArrayList,java.util.ArrayList,getAllEntries,1,true,zes,add(value),258,w.InputStreamSugar,1,true,"1) 1;ON;null; 2) 3;null;null; ",false,true,253,()
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,2,true,"1) 2;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,69,doom.ConfigManager,1,true,"1) 2;O1;0; 2) 4;ON;9; ",false,false,43,(Ljava/lang/Class;)
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,16,true,"1) 8;null;null; ",false,true,,
java.util.HashMap,java.util.HashMap,ShutdownSound,1,false,cachedSounds,values,198,s.ClipSFXModule,1,false,,false,false,37,()
java.util.List,java.util.List,processValue,4,true,commandList,randomGet,234,doom.CVarManager,1,true,"1) 2;O1;0; 2) 10;null;null; 3) 12;ON;null; ",false,true,,
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,10,true,"1) 9;null;null; ",false,true,,
java.util.List,java.util.List,processAllArgs,2,true,commandList,size,170,doom.CVarManager,1,true,"1) 1;O1;4; ",false,true,,
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,1,true,"1) 1;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,1,true,"1) 1;O1;0; 2) 13;ON;null; 3) 13;null;null; ",false,false,,
java.util.List,java.util.ArrayList,processVarArg,4,true,list,size,248,doom.CVarManager,1,true,"1) 2;O1;0; 2) 10;null;null; 3) 12;ON;null; ",false,false,243,()
java.util.List,java.util.ArrayList,AddFile,4,false,wadfiles,add(value),259,w.WadLoader,1,true,"1) 4;O1;0; 2) 14;ON;null; 3) 15;O1;0; ",false,false,65,()
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),243,utils.TraitFactory$FactoryContext,1,true,"1) 3;null;null; 2) 3;ON;null; 3) 4;ON;null; ",false,false,,
java.util.List,java.util.List,processAllArgs,2,true,commandList,size,170,doom.CVarManager,1,true,"1) 4;O1;0; ",false,true,,
java.util.EnumMap,java.util.EnumMap,with,4,false,cVarMap,get,114,doom.CVarManager,1,true,"1) 4;O1;0; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.List,InitSpriteDefs,2,true,list,isEmpty,134,rr.SpriteManager,1,true,"1) 1;ON;null; ",false,false,,
java.util.HashMap,java.util.HashMap,CheckNumForName,2,false,doomhash,iterator,1168,w.WadLoader,1,true,"1) 2;O1;0; 2) 12;ON;null; ",false,false,1145,(I)
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,2,true,"1) 5;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.ArrayList,processVarArg,4,true,list,size,248,doom.CVarManager,1,true,"1) 1;INFINITE;null; 2) 2;null;null; 3) 8;null;null; 4) 10;ON;null; ",false,false,243,()
java.util.List,java.util.List,volumeChanged,1,false,channels,iterator,723,s.FinnwMusicModule$ScheduledTransmitter,2,false,,false,false,,
java.util.Hashtable,java.util.Hashtable,InitTextures,1,false,TextureCache,put(key;value),242,rr.SimpleTextureManager,1,true,"1) 1;ON;null; ",false,false,204,(I)
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,3,true,"1) 4;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.List,InitRSISubsystem,1,false,detailaware,add(value),416,rr.parallel.ParallelRenderer2$TrueColor,1,true,"1) 1;ON;null; ",false,false,,
java.util.List,java.util.ArrayList,AddFile,4,false,wadfiles,add(value),259,w.WadLoader,3,true,"1) 1;ON;256; 2) 11;ON;null; 3) 12;O1;0; ",false,false,65,()
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),243,utils.TraitFactory$FactoryContext,1,true,"1) 3;O1;0; 2) 15;ON;null; 3) 15;null;null; 4) 16;ON;null; ",false,false,,
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,2,true,"1) 3;null;null; ",false,true,,
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,2,true,"1) 5;null;null; ",false,true,,
java.util.EnumMap,java.util.EnumMap,getValue,3,false,configMap,get,177,doom.ConfigManager,87,false,,false,false,43,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,31,true,"1) 6;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,3,true,"1) 4;null;null; ",false,true,,
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,22,true,"1) 7;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.ArrayList,processVarArg,4,true,list,add(value),245,doom.CVarManager,3,true,"1) 1;ON;256; 2) 9;null;null; 3) 11;ON;null; 4) 12;null;null; ",false,false,243,()
java.util.List,java.util.ArrayList,processVarArg,4,true,list,size,248,doom.CVarManager,22,true,"1) 7;null;null; 2) 9;ON;null; ",false,false,243,()
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,1,true,"1) 1;null;null; ",false,true,,
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,10,true,"1) 9;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,137,doom.ConfigManager,1,true,"1) 3;INFINITE;null; 2) 4;ON;4; ",false,false,43,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,16,true,"1) 8;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,2,true,"1) 2;null;null; ",false,true,,
java.util.Hashtable,java.util.Hashtable,getBadColumn,1,false,badColumns,iterator,158,rr.patch_t,1,true,"1) 1;ON;null; ",false,false,136,()
java.util.EnumMap,java.util.EnumMap,updateLightLev,1,false,litedColorSources,forEach,1052,automap.Map,2,false,,false,false,326,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,134,doom.ConfigManager,1,true,"1) 1;O1;0; ",false,false,43,(Ljava/lang/Class;)
java.util.List,java.util.List,LoadDefaults,1,false,configFiles,forEach,223,doom.ConfigManager,1,true,"1) 3;O1;0; ",false,false,,
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,1,true,"1) 2;O1;0; 2) 14;ON;null; 3) 14;null;null; ",false,false,,
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,63,doom.ConfigManager,1,true,"1) 1;O1;0; 2) 3;ON;9; ",false,false,43,(Ljava/lang/Class;)
java.util.List,java.util.ArrayList,getColumnStream,3,true,ranges,add(value),91,rr.MultiPatchSynthesizer,1,true,"1) 1;ON;null; 2) 2;ON;null; 3) 4;ON;null; 4) 5;ON;null; ",false,false,78,()
java.util.List,java.util.ArrayList,getColumnStream,3,true,ranges,add(value),102,rr.MultiPatchSynthesizer,2,true,"1) 2;ON;null; 2) 3;ON;null; ",false,false,78,()
java.util.List,java.util.List,addZipFile,3,true,zes,iterator,464,w.WadLoader,1,true,"1) 3;ON;null; ",false,false,,
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,1,true,"1) 1;null;null; 2) 1;ON;null; ",false,false,,
java.util.EnumSet,java.lang.Class,<init>,3,true,hClass,noneOf,266,awt.EventBase$ActionStateHolder,1,true,"1) 3;O1;0; ",false,true,,
java.util.EnumSet,java.util.EnumSet,Repalette,1,false,GENERATE_LITE_LEVELS_FOR,stream,346,automap.Map,1,true,"1) 2;O1;0; ",false,false,,
java.util.List,java.util.List,processValue,4,true,commandList,size,233,doom.CVarManager,3,true,"1) 1;ON;256; 2) 9;null;null; 3) 11;ON;null; ",false,true,,
java.util.List,java.util.ArrayList,GetWadfileIndex,2,false,wadfiles,indexOf,1412,w.WadLoader,1,false,,false,false,65,()
java.util.EnumMap,java.util.EnumMap,getValue,3,false,configMap,get,170,doom.ConfigManager,1,true,"1) 1;null;null; ",false,false,43,(Ljava/lang/Class;)
java.util.List,java.util.List,LoadDefaults,1,false,configFiles,forEach,223,doom.ConfigManager,4,true,"1) 1;ON;256; ",false,false,,
java.util.Set,java.util.Set,unmapCooperation,4,true,set,removeAll,323,awt.EventBase$ActionStateHolder,4,false,,false,false,,
java.util.Hashtable,java.util.Hashtable,checkOut,1,false,locked,put(key;value),72,pooling.ObjectPool,1,false,,false,false,23,()
java.util.List,java.util.List,processValue,4,true,commandList,size,233,doom.CVarManager,1,true,"1) 1;ON;null; ",false,true,,
java.util.List,java.util.ArrayList,getReceiver,0,true,dInfos,iterator,503,s.FinnwMusicModule,2,false,,false,true,501,(Ljava/util/Collection;)
java.util.TreeMap,java.util.TreeMap,<init>,2,true,sortedRatios,put(key;value),113,v.tables.BlurryTable,1,true,"1) 1;ON;256; ",false,false,"137,90",(Ljava/util/Comparator;)
java.util.EnumMap,java.util.EnumMap,bool,2,false,cVarMap,containsKey,54,doom.CVarManager,1,true,"1) 1;INFINITE;null; ",false,false,42,(Ljava/lang/Class;)
java.util.Hashtable,java.util.Hashtable,getPhoneme,1,false,phonemes,containsKey,89,s.SpeakerSound,1,false,,false,false,85,()
java.util.List,java.util.ArrayList,getColumnStream,3,true,ranges,add(value),91,rr.MultiPatchSynthesizer,1,true,"1) 6;ON;null; 2) 7;ON;null; ",false,false,78,()
java.util.HashMap,java.util.HashMap,getLogger,1,false,INDIVIDUAL_CLASS_LOGGERS,getOrDefault,66,mochadoom.Loggers,1,true,"1) 3;O1;0; 2) 11;null;null; 3) 13;ON;null; ",false,false,54,()
java.util.EnumMap,java.util.EnumMap,bool,2,false,cVarMap,containsKey,54,doom.CVarManager,1,true,"1) 3;ON;6; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.List,InitMaskedWorkers,1,false,detailaware,add(value),429,rr.parallel.ParallelRenderer2$TrueColor,1,true,"1) 1;ON;null; ",false,false,,
java.util.EnumMap,java.util.EnumMap,override,4,false,cVarMap,compute,144,doom.CVarManager,2,true,"1) 1;O1;0; ",false,false,42,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,with,4,false,cVarMap,get,114,doom.CVarManager,1,true,"1) 1;INFINITE;null; ",false,false,42,(Ljava/lang/Class;)
java.util.HashMap,java.util.HashMap,InitLumpHash,1,false,doomhash,put(key;value),1155,w.WadLoader,1,true,"1) 4;O1;0; 2) 15;ON;null; ",false,false,1145,(I)
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,2,true,"1) 9;null;null; 2) 9;ON;null; ",false,false,,
java.util.HashMap,java.util.HashMap,CheckNumForName,2,false,doomhash,iterator,1168,w.WadLoader,1,true,"1) 1;O1;0; 2) 11;ON;null; ",false,false,1145,(I)
java.util.List,java.util.List,InitRSISubsystem,1,false,detailaware,add(value),408,rr.parallel.ParallelRenderer2$TrueColor,1,true,"1) 1;ON;null; ",false,false,,
java.util.HashMap,java.util.HashMap,CheckNumForName,2,false,doomhash,iterator,1168,w.WadLoader,1,true,"1) 2;ON;null; ",false,false,1145,(I)
java.util.EnumMap,java.util.EnumMap,drawWalls,1,false,litedColorSources,get,1301,automap.Map,2,false,,false,false,326,(Ljava/lang/Class;)
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,3,true,"1) 1;ON;256; 2) 9;null;null; ",false,true,,
java.util.EnumMap,java.util.EnumMap,get,4,false,cVarMap,containsKey,82,doom.CVarManager,1,true,"1) 1;INFINITE;null; 2) 2;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),243,utils.TraitFactory$FactoryContext,21,true,"1) 11;null;null; 2) 11;ON;null; 3) 12;ON;null; ",false,false,,
java.util.EnumSet,java.util.EnumSet,Repalette,1,false,GENERATE_LITE_LEVELS_FOR,stream,346,automap.Map,4,true,"1) 1;ON;256; ",false,false,,
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,1,true,"1) 1;ON;null; 2) 1;O1;0; 3) 2;null;null; 4) 8;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,1,true,"1) 1;ON;256; 2) 8;null;null; ",false,true,,
java.util.List,java.util.List,processValue,4,true,commandList,size,233,doom.CVarManager,22,true,"1) 7;null;null; 2) 9;ON;null; ",false,true,,
java.util.List,java.util.List,listGetter,1,true,list,listIterator,843,utils.BinarySearch,19,false,,false,true,,
java.util.List,java.util.List,processValue,4,true,commandList,randomGet,234,doom.CVarManager,16,true,"1) 8;null;null; 2) 10;ON;null; ",false,true,,
java.util.EnumSet,java.util.EnumSet,Repalette,1,false,GENERATE_LITE_LEVELS_FOR,stream,346,automap.Map,1,true,"1) 1;ON;null; 2) 1;O1;0; 3) 2;null;null; ",false,false,,
java.util.EnumMap,java.util.EnumMap,with,4,false,cVarMap,get,114,doom.CVarManager,1,true,"1) 3;O1;0; ",false,false,42,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,bool,2,false,cVarMap,containsKey,54,doom.CVarManager,1,true,"1) 1;ON;null; ",false,false,42,(Ljava/lang/Class;)
java.util.Set,java.util.Set,notifyKeyChange,4,false,holdingSet,add(value),198,awt.EventBase$KeyStateHolder,2,false,,false,false,,
java.util.Map,java.util.Map,unmapAdjustment,4,false,adjustmentMap,iterator,360,awt.EventBase$ActionStateHolder,4,false,,false,false,,
java.util.ArrayList,java.util.ArrayList,createDataLineForChannel,3,false,cachedSounds,randomGet,164,s.DavidSFXModule,2,false,,false,false,37,()
java.util.EnumMap,java.util.EnumMap,processCVarSubArgs,4,false,cVarMap,put,228,doom.CVarManager,1,true,"1) 1;O1;0; 2) 9;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.ArrayList,processVarArg,4,true,list,size,248,doom.CVarManager,31,true,"1) 6;null;null; 2) 8;ON;null; ",false,false,243,()
java.util.EnumMap,java.util.EnumMap,equals,3,false,configMap,get,162,doom.ConfigManager,1,true,"1) 1;INFINITE;null; 2) 2;null;null; ",false,false,43,(Ljava/lang/Class;)
java.util.List,java.util.ArrayList,getFiles,0,true,ret,add(value),155,doom.ConfigBase,1,true,"1) 2;O1;0; ",false,true,142,()
java.util.List,java.util.List,LoadDefaults,1,false,configFiles,forEach,223,doom.ConfigManager,1,true,"1) 2;O1;0; ",false,false,,
java.util.List,java.util.ArrayList,processVarArg,4,true,list,size,248,doom.CVarManager,1,true,"1) 1;INFINITE;null; 2) 7;null;null; 3) 9;ON;null; ",false,false,243,()
java.util.EnumMap,java.util.EnumMap,bool,2,false,cVarMap,containsKey,54,doom.CVarManager,1,true,"1) 1;O1;4; ",false,false,42,(Ljava/lang/Class;)
java.util.Hashtable,java.util.Hashtable,getPhoneme,1,false,phonemes,put(key;value),100,s.SpeakerSound,1,true,"1) 2;ON;null; ",false,false,85,()
java.util.Set,java.util.Set,notifyKeyChange,4,false,holdingSet,remove(key),221,awt.EventBase$KeyStateHolder,2,false,,false,false,,
java.util.ArrayList,java.util.ArrayList,CloseAllHandles,1,true,d,iterator,1223,w.WadLoader,2,false,,false,false,1215,()
java.util.EnumMap,java.util.EnumMap,processCVarSubArgs,4,false,cVarMap,put,228,doom.CVarManager,16,true,"1) 8;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.ArrayList,java.util.ArrayList,getAllEntries,1,true,zes,add(value),258,w.InputStreamSugar,1,true,"1) 2;null;null; ",false,true,253,()
java.util.List,java.util.ArrayList,processVarArg,4,true,list,add(value),245,doom.CVarManager,2,true,"1) 2;null;null; 2) 4;ON;null; 3) 5;null;null; ",false,false,243,()
java.util.EnumMap,java.util.EnumMap,processCVarSubArgs,4,false,cVarMap,put,228,doom.CVarManager,1,true,"1) 3;O1;0; 2) 11;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,getValue,3,false,configMap,get,177,doom.ConfigManager,1,true,"1) 1;INFINITE;null; ",false,false,43,(Ljava/lang/Class;)
java.util.List,java.util.ArrayList,AddFile,4,false,wadfiles,add(value),259,w.WadLoader,1,true,"1) 1;ON;null; 2) 2;O1;0; ",false,false,65,()
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,1,true,"1) 2;O1;0; 2) 10;null;null; ",false,true,,
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,1,true,"1) 2;O1;0; 2) 10;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.ArrayList,getColumnStream,3,true,ranges,size,108,rr.MultiPatchSynthesizer,2,true,"1) 1;ON;null; ",false,false,78,()
java.util.EnumMap,java.util.EnumMap,with,4,false,cVarMap,get,114,doom.CVarManager,1,true,"1) 1;ON;null; 2) 1;O1;0; 3) 2;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,getValue,3,false,configMap,get,183,doom.ConfigManager,1,true,"1) 1;ON;null; 2) 1;O1;0; 3) 2;null;null; ",false,false,43,(Ljava/lang/Class;)
java.util.Hashtable,java.util.Hashtable,checkOut,1,false,locked,put(key;value),57,pooling.ObjectPool,1,false,,false,false,23,()
java.util.List,java.util.ArrayList,UnRegisterSong,2,false,songs,set,172,s.FinnwMusicModule,1,false,,false,false,59,(I)
java.util.HashMap,java.util.HashMap,reconstructPointers,1,false,pointindex,put(key;value),532,savegame.VanillaDSG,1,true,"1) 2;ON;0; ",false,false,489,()
java.util.EnumMap,java.util.EnumMap,processCVarSubArgs,4,false,cVarMap,put,228,doom.CVarManager,1,true,"1) 1;null;null; 2) 7;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,deepCopyMap,2,true,copy,replaceAll,277,awt.EventBase$ActionStateHolder,3,false,,false,true,275,(Ljava/util/Map;)
java.util.HashMap,java.util.HashMap,CheckNumForName,2,false,doomhash,iterator,1168,w.WadLoader,1,true,"1) 1;ON;null; ",false,false,1145,(I)
java.util.List,java.util.ArrayList,getColumnStream,3,true,ranges,size,115,rr.MultiPatchSynthesizer,2,true,"1) 1;ON;null; ",false,false,78,()
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,85,doom.ConfigManager,1,true,"1) 3;INFINITE;null; 2) 4;ON;4; ",false,false,43,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,bool,2,false,cVarMap,containsKey,54,doom.CVarManager,1,true,"1) 1;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.Set,java.util.Set,lambda$new$0,1,true,set,isEmpty,257,awt.EventBase$ActionStateHolder,1,false,,false,true,,
java.util.EnumSet,java.lang.Class,<init>,3,true,hClass,noneOf,266,awt.EventBase$ActionStateHolder,1,true,"1) 2;O1;0; ",false,true,,
java.util.HashMap,java.util.HashMap,InitLumpHash,1,false,doomhash,put(key;value),1155,w.WadLoader,2,true,"1) 7;ON;null; ",false,false,1145,(I)
java.util.EnumSet,java.util.EnumSet,Repalette,1,false,GENERATE_LITE_LEVELS_FOR,stream,346,automap.Map,2,true,"1) 1;O1;0; ",false,false,,
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,1,true,"1) 1;O1;4; 2) 13;ON;null; 3) 13;null;null; ",false,false,,
java.util.List,java.util.ArrayList,processVarArg,4,true,list,toArray,248,doom.CVarManager,16,true,"1) 8;null;null; 2) 10;ON;null; ",false,false,243,()
java.util.List,java.util.ArrayList,getColumnStream,3,true,ranges,size,144,rr.MultiPatchSynthesizer,1,true,"1) 6;ON;null; ",false,false,78,()
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),243,utils.TraitFactory$FactoryContext,31,true,"1) 10;null;null; 2) 10;ON;null; 3) 11;ON;null; ",false,false,,
java.util.List,java.util.ArrayList,AddFile,4,false,wadfiles,add(value),259,w.WadLoader,10,true,"1) 11;ON;null; 2) 12;O1;0; ",false,false,65,()
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,134,doom.ConfigManager,1,true,"1) 3;INFINITE;null; 2) 4;ON;4; ",false,false,43,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,getValue,3,false,configMap,get,183,doom.ConfigManager,1,true,"1) 2;O1;0; ",false,false,43,(Ljava/lang/Class;)
java.util.Set,java.util.Set,unmapCooperation,4,true,set,isEmpty,316,awt.EventBase$ActionStateHolder,4,false,,false,false,,
java.util.List,java.util.ArrayList,processVarArg,4,true,list,add(value),245,doom.CVarManager,1,true,"1) 2;O1;0; 2) 10;null;null; 3) 12;ON;null; 4) 13;null;null; ",false,false,243,()
java.util.EnumSet,g.Signals$ScanCode,<init>,4,true,interestFirstKey,of,161,awt.EventBase$KeyStateInterest,1,true,"1) 1;O1;4; ",false,true,,
java.util.List,java.util.ArrayList,getFiles,0,true,ret,add(value),155,doom.ConfigBase,1,true,"1) 3;O1;0; ",false,true,142,()
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,1,true,"1) 1;ON;null; 2) 1;O1;0; 3) 2;null;null; 4) 8;null;null; ",false,true,,
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,69,doom.ConfigManager,3,true,"1) 3;ON;9; ",false,false,43,(Ljava/lang/Class;)
java.util.ArrayList,java.util.ArrayList,getAllEntries,1,true,zes,add(value),258,w.InputStreamSugar,1,true,"1) 3;O1;0; 2) 13;ON;null; 3) 15;null;null; ",false,true,253,()
java.util.HashMap,java.util.HashMap,getLogger,1,false,INDIVIDUAL_CLASS_LOGGERS,getOrDefault,66,mochadoom.Loggers,15,true,"1) 8;null;null; 2) 10;ON;null; ",false,false,54,()
java.util.EnumMap,java.util.EnumMap,specified,2,false,cVarMap,containsKey,72,doom.CVarManager,1,true,"1) 1;INFINITE;null; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.ArrayList,getFiles,0,true,ret,add(value),156,doom.ConfigBase,84,false,,false,true,142,()
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,1,true,"1) 1;INFINITE;null; 2) 7;null;null; ",false,true,,
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,1,false,,false,false,,
java.util.EnumSet,java.util.EnumSet,Repalette,1,false,GENERATE_LITE_LEVELS_FOR,stream,346,automap.Map,85,false,,false,false,,
java.util.ArrayList,java.util.ArrayList,getAllEntries,1,true,zes,add(value),258,w.InputStreamSugar,1,true,"1) 1;ON;null; 2) 1;O1;0; 3) 2;null;null; 4) 10;ON;null; 5) 12;null;null; ",false,true,253,()
java.util.Hashtable,java.util.Hashtable,InitFlats,1,true,FlatNames,containsKey,833,rr.SimpleTextureManager,1,true,"1) 1;ON;null; ",false,false,785,()
java.util.List,java.util.List,addZipFile,3,true,zes,iterator,464,w.WadLoader,1,false,,false,false,,
java.util.List,java.util.ArrayList,appendTo,3,false,messages,iterator,218,s.MusReader$EventGroup,1,true,"1) 2;null;null; ",false,false,206,()
java.util.ArrayList,java.util.ArrayList,getAllEntries,1,true,zes,add(value),258,w.InputStreamSugar,1,true,"1) 1;ON;256; 2) 10;ON;null; 3) 12;null;null; ",false,true,253,()
java.util.List,java.util.ArrayList,reconstructPointers,1,false,TL,size,520,savegame.VanillaDSG,1,true,"1) 2;ON;null; ",false,false,381,()
java.util.Hashtable,java.util.Hashtable,checkOut,1,false,unlocked,remove(key),64,pooling.ObjectPool,1,true,"1) 1;ON;0; ",false,false,24,()
java.util.EnumMap,java.util.EnumMap,present,2,false,cVarMap,get,63,doom.CVarManager,1,true,"1) 1;INFINITE;null; ",false,false,42,(Ljava/lang/Class;)
java.util.Map,java.util.Map,newBuffer,2,false,screens,iterator,257,v.renderers.SoftwareGraphicsSystem,1,true,"1) 1;ON;null; ",false,false,,
java.util.EnumSet,java.util.EnumSet,lambda$updateConfig$0,3,true,list,add,217,m.Settings,1,false,,false,true,,
java.util.HashMap,java.util.HashMap,InitSpriteDefs,2,true,hash,put(key;value),115,rr.SpriteManager,1,true,"1) 1;ON;0; ",false,false,104,(I)
java.util.Set,java.util.Set,restoreCooperation,4,true,b,addAll,350,awt.EventBase$ActionStateHolder,2,false,,false,false,,
java.util.List,java.util.ArrayList,processVarArg,4,true,list,add(value),245,doom.CVarManager,1,true,"1) 1;O1;4; 2) 9;null;null; 3) 11;ON;null; 4) 12;null;null; ",false,false,243,()
java.util.List,java.util.List,properPlaypal,2,false,NORMAL_TINTS,randomGet,141,v.tables.Playpal,1,true,"1) 1;ON;256; 2) 1;ON;14; ",false,false,,
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,1,false,,false,false,42,(Ljava/lang/Class;)
java.util.HashMap,java.util.HashMap,InitSpriteDefs,2,true,hash,iterator,119,rr.SpriteManager,1,true,"1) 2;ON;0; ",false,false,104,(I)
